,longitude,latitude,insertDate,uploader,firstLevelid,sheetName,filepath,province,city,country,village,street,oldProvince,oldCity,oldCountry,oldVillage,oldStreet,eastlongitude,northlatitude,population,nation,minorityInfo,dialectInfo,operaInfo,source,degree,area,slice,slices
06255,120.422373,36.071148,,,06255,,山东/青岛需交文件电子版/模板表/其他/概况.xls,山东,青岛,市南区,（无）,（无）,,,,,,,,57.16万,汉族占绝大多数，超千人以上的少数民族有回族、满族和朝鲜族。,（无）,青岛市南话，分布在市南区，使用人口约57万，为本地普遍通用的方言，近年来因受普通话的影响变化较快。拿声调来说，上个世纪50年代还是四个声调，如今只有三个声调。本调查中老男和青男的音系又已经发生了很大的变化。本区方言中分以下几种口音，在台西的挪庄附近，主要是从日照等地来的外来人口，所以方言中有日照话口音。东部湛山、辛家庄靠近崂山区，有崂山口音。北部靠近市北区，有市北口音。,（无）,yubao,common,,,
06259,117.55833333333334,37.575,,,06259,,山东/阳信需交文件电子版/模板表/其他/概况.xls,山东,滨州,阳信,金阳街道,西小李村,,,,,,,,45万,汉族439302；全县有回族、满族、蒙族、彝族、壮族等少数民族，人口10698人，其中回族有10674人。,（无）,"阳信话，分布在阳信县各乡镇街道，使用人口43万多，为本地普遍通用的方言。本县方言有内部差异，大致可分为三片：一是西北与德州乐陵、庆云交界的地区，受德州方言影响；二是靠近惠民的南部地区，受惠民话影响，如“二”说ɭə,阳平与去声合流，“时=是”等；三是中部的县城及其以北的地区。阳信县全境方言皆属冀鲁官话沧惠片阳寿小片。",主要有木板大鼓、西河大鼓和阳信大鼓，有第五代传人，为国家级、省级非遗文化传承人。,yubao,common,,,
06258,121.34166666666667,37.516666666666666,,,06258,,山东/烟台需交文件电子版/模板表/其他/概况.xls,山东,烟台,芝罘区,（无）,（无）,,,,,,,,69.68万,汉族68.74万  少数民族26个，2000人左右,（无）,芝罘区地处烟台东北部，东部和东南与烟台市接壤，西部和西南于福山区、西北与烟台经济开发区毗邻。本区使用方言为芝罘方言，也成芝罘话。芝罘话属于烟台方言的芝罘片区，是胶辽官话的典型代表。由于地理位置的分布原因，芝罘区只楚地带的方言与福山方言很接近，比较具有代表性的芝罘方言区是老烟台的市中心——朝阳街所城里。芝罘区作为烟台市的中心区，近年来的人口流动比较大，其方言受普通话的影响比较大，但基本保持胶辽官话的特点。,（无）,yubao,common,,,
06256,117.03333333333333,35.650000000000006,,,06256,,山东/曲阜需交文件电子版/模板表/其他/概况.xls,山东,济宁,曲阜,鲁城,龙虎,,,,,,,,64.72万,除汉族外，还有32个少数民族，人口有3182.4人，其中回族最多，达2237人。,（无）,本县语言单一，都说曲阜话。县城受普通话影响较大，正在向普通话靠拢。,本县有曲阜梆子，属于梆子戏。目前很少有人演唱。,yubao,common,,,
06252,117.15833333333333,36.96666666666667,,,06252,,山东/济阳需交文件电子版/模板表/其他/概况.xls,山东,济南,济阳,济阳街道办事处,（无）,,,,,,,,55.24万,共有25个民族，其中汉族人口占总人口97.86%。,少数民族多数是回族，其他的不成群。回族都说汉语。,境内汉语方言属于官话方言的冀鲁官话，除汉族居民外，境内少数民族也通用济阳方言。济阳县内除县城外还有四种口音，东北的仁风、曲堤一种口音，有精组读t、th的现象、普通话ʂ拼合口的字读f的现象；西北的新市一种口音，舌尖前和舌尖后声母相混；南边崔寨旧属济南历城区，口音接近济南；回民是另一种口音，有4个声调。,（无）,yubao,common,,,
06251,116.31666666666666,37.44166666666667,,,06251,,山东/德州需交文件电子版/模板表/其他/概况.xls,山东,德州市,德城区,（无）,（无）,,,,,,,,43.24万,汉族42万；土著少数民族为回族、满族，其他少数民族人数很少（以上共1.3万）。,（无）,本区内方言比较一致，无明显方言区别。,（无）,yubao,common,,,
06257,117.771287,35.926332,,,06257,,山东/新泰需交文件电子版/模板表/其他/概况.xls,山东,泰安市,新泰市,青云街道办事处,福田社区,,,,,,,,141.27万人,现有回、满、壮、蒙古、朝鲜等25个少数民族，少数民族人口1.7万余人。,（无）,新泰方言可分城关、楼德、寨子三片，城关片是地道的新泰话，分布于境内绝大多数地区；楼德片接近西鲁方言的泗水话，分布于西南边沿的楼德、禹村、石莱、木厂峪和放城五乡镇；寨子片跟莱芜话比较接近，分布于东北部的寨子乡。,无,yubao,common,,,
06250,118.20833333333334,36.391666666666666,,,06250,,山东/博山需交文件电子版/模板表/其他/概况.xls,山东,淄博,博山区,（无）,（无）,,,,,,,,46.30万,汉族人口99%以上，其他回满朝鲜共811人,（无）,内部差异不大，除了以一些字音存在文白异读不同，有些老人尚保留一些旧词语和老读音、年轻人受些普通话影响以外 ，方言情况大体一致；全区音系也没有什么大的差别,（无）,yubao,common,,,
06254,116.26,37.09,,,06254,,山东/平原需交文件电子版/模板表/其他/概况.xls,山东,德州,平原,龙门办事处,北街,,,,,,,,59万,汉族448949；24个少数民族，其中回族人口较多，共有14个回民村。,（无）,按口音分成三类:1.以县城为中心包括龙门办事处、桃园办事处、三唐乡等乡镇，发音特点是部分翘舌音发成平舌（庄章组），如“茶”、“事”、“争”、“时”等；2. 俗称“东乡方言”，主要分布在县城京沪铁路以东的王凤楼镇（原张士府乡），发音特点是平舌音发成翘舌音，如“葱”、“醋”、“坐”等；3. 俗称“马颊河西方言”，主要分布在马颊河以西的思城镇、王杲铺镇，发音特点是日母字读零声母。,（无）,yubao,common,,,
06253,118.0,35.0,,,06253,,山东/兰山需交文件电子版/模板表/模板表/其他/概况.xls,山东,临沂市,兰山区,（无）,煤山居委会,,,,,,,,108万,少数民族有回族、满族、朝鲜族、壮族、苗族、蒙古族等，人口以回族、满族为多，主要分布在金雀山、兰山和银雀山三个办事处,回族有自己的语言和文字，但基本不用，只有清真寺的主持才用,（无）,用方言说唱的曲艺形式有柳琴戏，也叫拉魂腔。剧目丰富多彩，唱腔风格独特。以花腔拖腔见长。2006年被列入第一批国家级非物质文化遗产名录。临沂市于2012年8月组建副县级事业单位临沂市柳琴戏传承保护中心，复兴传承正在式微的柳琴戏。中心下属的柳琴剧团承担了柳琴戏的传承、推广和创新，在传统剧目继承的基础之上还创作排演了《山里红》、《沂蒙情怀》、《凤落梧桐》、《王祥卧鱼》、《沂蒙山的女人》等优秀现代戏和新编历史剧。,yubao,common,,,
06123,120.47,36.1,,,06123,,山东/青岛崂山需交文件电子版/模板表/其他/0001调查点概况.xls,山东,青岛,崂山区,沙子口街道,沙子口街道大河东村,,,,,,,,常住人口27万人，流动人口42万,汉族，27万人,（无）,崂山区辖中韩、沙子口、王哥庄和北宅4个街道办事处。通用方言为崂山话，分布在崂山区各街道，使用人口27万。王哥庄与即墨方言相似；中韩西部与市南区方言接近。随着经济发展的加快，流动人口的增加，说普通话的人口越来越多，崂山方言受普通话的影响也越来越大。,柳腔,6fang,common,,,
06124,116.725,36.1,,,06124,,山东/泰安肥城需交文件电子版/模板表/其他/0001调查点概况.xls,山东,泰安,肥城,老城街道办事处,（无）,,,,,,,,98.58万,除汉族外，肥城市还有回族、壮族、满族等21个少数民族，人口1.1万人，其中回族占99%。,（无）,肥城话，分布肥城各乡镇，使用人口98.58万，为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢。,（无）,6fang,common,,,
06125,120.80833333333334,37.608333333333334,,,06125,,山东/烟台蓬莱需交文件电子版/模板表/其他/0001调查点概况.xls,山东,烟台,蓬莱市,南王镇,姜沟村,,,,,,,,45.11万,汉族：45.07万人，其他少数民族：400人,（无）,蓬莱方言内部较为一致，边沿受邻近地区影响，具体界线如下：大柳行镇的语音分为三种，河水东向流的村庄属烟台语音；西流水边上的村庄属蓬莱语音。虎路线乡有三种语音：燕子夼、侯格庄、黑石属烟台语音，齐家沟、强家沟、河西、东石硼、虎路线、宁家、孚庆集、河东姜家、炉头、初格庄的前庄属栖霞语音。大辛店镇南边有蓬半山、黑全顶与栖霞市分界，全乡没有与栖霞混杂的语音。村里集镇的英格庄、小柱、东宋家、西宋家、北庄受栖霞语音影响较大，车里张家、邓格庄、王庄、大柱、黄泥沟等村的语音受栖霞语音影响较小。村里集镇南边有马山、双角山、艾山、紫牛山、花缸台、崮山与栖霞市隔绝，语音不受影响，为较纯正的蓬莱语音。蓬莱西邻是龙口市，整个龙口语音与蓬莱基本相同。,曲艺方面形成了具有独特风格的蓬莱大鼓、梁派大鼓，地方戏里的蓬莱小戏和荆家庄大木偶戏，深受广大群众喜爱。,6fang,common,,,
30F99,121.52330677,25.0622444,,,30F99,,台湾/台北需交文件电子版/模板表/其他/概况.xls,台湾,台北,新北,板桥,（无）,,,,,,,,396万（2015年）,汉族396.6万人；泰雅族2140人（2004年）,泰雅语，属于南岛语系，分布在新北市乌来乡，使用人口根据2004年数据有1921人。,闽南语，2004年，台北市新北市人口已超过368.6万人，除乌来乡的原住民分布区之外，其余的都是闽南语的分布区。,板桥江之翠剧场成立于1993年，以南管乐府与梨园戏为发展核心。平常在板桥各聚落的地方庙宇，演戏酬神则以布袋戏与歌仔戏最为常见。,yubao,common,闽语区,闽南话,混合片
30C90,120.809092122642,24.57583809752,,,30C90,,台湾/台湾苗栗需交文件电子版/模板表/其他/概况.xls,台湾,（无）,苗栗,（无）,三义乡,,,,,,,,56万,汉族,（无）,客家话、闽南话,三脚采茶戏、客家小戏,yubao,common,,,
30F81,120.53456995888,24.11017943,,,30F81,,台湾/彰化需交文件电子版/模板表/其他/概况.xls,台湾,（无）,彰化县,鹿港镇,（无）,,,,,,,,12万人（2013年）,汉族,极少数原住民族语，系近现代从其他县市的原住民部落迁徙而来，未做详尽调查。,彰化县的主要方言为闽南语，还有少数客家话。闽南语大致分为沿海一带的“泉州腔”和内陆一带的“漳州腔”，其中，泉州腔的闽南语处于优势地位，但若干字音有向漳州腔靠拢的趋势。总体呈现出漳州腔和泉州腔混合的格局。本次调查的鹿港镇属于泉州腔的闽南话。客家话分布较为零星，主要在二林、竹塘和埤头三个乡镇的交接地带等地，其居民多为闽客杂居的形态。,彰化县的传统音乐戏曲有南管、北管，早期因经济蓬勃发展而盛行一时。随着南管、北管、七子戏等研习班的积极推广，培养了一批传承曲艺文化的人才，並於1986年成立“南管实验乐团”，1990年成立“北管实验乐团”，积极传承传统戏曲文化。,yubao,common,闽方言,闽南方言,闽南话（鹿港腔）
30F80,121.04078307969,24.82743084508,,,30F80,,台湾/新竹需交文件电子版/模板表/其他/概况.xls,台湾,（无）,新竹县,芎林乡,芎林村,,,,,,,,55.5万（2018年7月）,汉族约53万，泰雅族11125，赛夏族745。,"(1) 泰雅族：使用泰雅语，主要分布于尖石乡（Squliq方言，7,851人，占该乡近九成）、五峰乡（Ts'oli'方言，3,274人，占该乡约七成）、关西镇（383人）
(2) 赛夏族（北赛夏）：使用赛夏语，亦有使用泰雅语（Ts'oli'方言），主要分布于五峰乡（745人，占该乡约两成）。（2016年12月）","(1) 海陆腔：除尖石、五峰两乡之外，全县通行。
(2) 四县腔（方言岛）：主要通行于关西镇（部分）、峨眉乡（部分）、宝山乡（部分）
(3) 饶平腔（方言岛）：竹北六家；芎林乡纸寮窝、上山村。
闽南语（方言岛）：
(1) 同安腔：竹北市的西半部与新丰乡沿海的凤坑与红毛港三村。
(2) 偏漳腔：新丰乡凤坑村、上坑村（原乡陆丰）。",客家地区普遍有传统山歌、三脚采茶戏，原住民地区则有以南岛语传唱之传统祭典，如赛夏族矮灵祭祭歌。新竹县当地有野台戏，以前只在过年过节酬神时表演，现在则没有限定。,yubao,common,客家话,粤台片,嘉应小片/海陆腔
