cid,CCR,zhongguoyuyan,simplified,traditional,character
903,5380,,单,單,單
904,18126,,单,單,單
905,12392,,单,單,單
906,16735,0142,卖,賣,賣
907,9320,0376,南,南,南
908,23325,,博,博,博
909,20276,,卜,卜,卜
910,24559,,卜,蔔,蔔
911,18220,,卞,卞,卞
912,19963,0412,占,占,占
913,9552,,占,占,占
914,9664,,占,佔,佔
915,2799,,卢,盧,盧
916,11027,,卤,滷,滷
917,11037,,卤,鹵,鹵
918,3131,,卤,卤,卤
919,3132,,卥,卥,卥
920,16715,,卦,卦,卦
921,18763,,卧,臥,臥
922,,0194,卫,,卫
923,777,,卮,卮,卮
924,12811,,卯,卯,卯
925,17323,0643,印,印,印
926,1225,0257,危,危,危
927,24384,,即,即,即
928,24385,,即,卽,卽
929,23021,,却,卻,卻
930,23022,,却,却,却
931,13151,,卵,卵,卵
932,12046,,卵,卵,卵
933,12483,0596,卷,卷,卷
934,18191,,卷,卷,卷
935,5626,,卷,捲,捲
936,12487,,卷,捲,捲
937,18884,,卸,卸,卸
938,7726,,卿,卿,卿
939,21121,,厀,厀,厀
940,13389,0739,厂,廠,廠
941,23717,,厄,厄,厄
942,6658,,厄,厄,厄
943,8225,0892,厅,廳,廳
944,24001,0906,历,歷,歷
945,24002,,历,曆,曆
946,16482,,厉,厲,厲
947,25425,,压,壓,壓
948,19924,0417,厌,厭,厭
949,15426,,厕,廁,廁
950,1775,,厘,釐,釐
951,14017,0345,厚,厚,厚
952,19611,,厚,厚,厚
953,16005,,厝,厝,厝
954,4299,0610,原,原,原
955,7172,,厢,廂,廂
956,14490,,厣,厴,厴
957,21524,,厥,厥,厥
958,21644,,厥,厥,厥
959,13225,,厦,廈,廈
960,2616,,厨,廚,廚
961,1136,,厮,廝,廝
962,15639,0094,去,去,去
963,10818,,去,去,去
964,17983,0619,县,縣,縣
965,5282,,县,縣,縣
966,9266,0445,参,蔘,蔘
967,9445,,参,參,參
968,9287,,参,參,參
969,9315,,参,參,參
970,9264,,参,參,參
971,19434,,又,又,又
972,3306,,叉,叉,叉
973,6887,,叉,叉,叉
974,24650,0459,及,及,及
975,13857,,友,友,友
976,725,0781,双,雙,雙
977,11794,0604,反,反,反
978,21687,0614,发,發,發
979,21684,,发,髮,髮
980,20499,0970,叔,叔,叔
981,14155,0104,取,取,取
982,10988,,取,取,取
983,13988,,受,受,受
984,18214,0497,变,變,變
985,10807,,叙,敘,敘
986,13209,,叚,叚,叚
987,17854,,叛,叛,叛
988,14092,,叜,叜,叜
989,14093,,叟,叟,叟
990,25244,,叠,疊,疊
991,16337,,叡,叡,叡
992,14137,0342,口,口,口
993,11055,0072,古,古,古
994,15778,0113,句,句,句
995,9019,,句,句,句
996,19703,,句,句,句
997,6317,,叨,叨,叨
998,14142,,叩,叩,叩
999,10030,,只,只,只
1000,23867,,只,隻,隻
1001,18319,0330,叫,叫,叫
1002,18391,,召,召,召
1003,18393,,召,召,召
1004,8100,,叮,叮,叮
1005,13065,0008,可,可,可
1006,3609,0120,台,臺,臺
1007,3700,,台,台,台
1008,21321,,叱,叱,叱
1009,10513,,史,史,史
1010,19436,0370,右,右,右
1011,13855,,右,右,右
1012,13165,,叵,叵,叵
1013,25031,0422,叶,葉,葉
1014,25208,,叶,叶,叶
1015,18562,0296,号,號,號
1016,6239,,号,號,號
1017,18561,,号,号,号
1018,1673,,司,司,司
1019,17640,,叹,歎,歎
1020,17641,,叹,嘆,嘆
1021,4669,,叹,嘆,嘆
1022,1968,,叽,嘰,嘰
1023,15806,,吁,籲,籲
1024,15847,,吁,吁,吁
1025,2307,,吁,吁,吁
1026,21588,0909,吃,吃,吃
1027,24128,,吃,喫,喫
1028,23213,0720,各,各,各
1029,24759,,合,合,合
1030,24772,,合,合,合
1031,21146,0655,吉,吉,吉
1032,18312,,吊,弔,弔
1033,14726,,同,衕,衕
1034,18,,同,同,同
1035,8004,0869,名,名,名
1036,14021,0344,后,后,后
1037,19606,,后,后,后
1038,19607,,后,後,後
1039,14019,,后,後,後
1040,15390,,吏,吏,吏
1041,15918,,吐,吐,吐
1042,11013,,吐,吐,吐
1043,19012,0747,向,向,向
1044,13383,,向,嚮,嚮
1045,18988,,向,向,向
1046,18818,,吓,嚇,嚇
1047,23522,,吓,嚇,嚇
1048,10681,0082,吕,呂,呂
1049,4242,,君,君,君
1050,17232,,吝,吝,吝
1051,4626,0623,吞,吞,吞
1052,9231,,吟,吟,吟
1053,17167,,吠,吠,吠
1054,19758,,吣,吣,吣
1055,10424,,否,否,否
1056,13933,,否,否,否
1057,6886,,吧,吧,吧
1058,11906,,吨,吨,吨
1059,6654,,吪,吪,吪
1060,9339,0379,含,含,含
1061,8224,0893,听,聽,聽
1062,19332,,听,聽,聽
1063,7532,,吭,吭,吭
1064,11659,,吮,吮,吮
1065,11225,,启,啟,啟
1066,11233,,启,启,启
1067,14966,,吱,吱,吱
1068,2780,0075,吴,吳,吳
1069,12859,,吵,吵,吵
1070,24705,0460,吸,吸,吸
1071,891,0252,吹,吹,吹
1072,14956,,吹,吹,吹
1073,11674,,吻,吻,吻
1074,14107,,吼,吼,吼
1075,19740,,吼,吼,吼
1076,14108,,吽,吽,吽
1077,2776,,吾,吾,吾
1078,6911,,呀,呀,呀
1079,16789,,呃,呃,呃
1080,3726,,呆,獃,獃
1081,7980,,呈,呈,呈
1082,18589,,告,告,告
1083,20690,,告,告,告
1084,22888,,呐,吶,吶
1085,16471,,呓,囈,囈
1086,14120,,呕,嘔,嘔
1087,8914,,呕,嘔,嘔
1088,16903,,呗,唄,唄
1089,17406,,员,員,員
1090,4164,,员,員,員
1091,5573,,员,員,員
1092,3289,,呙,咼,咼
1093,2843,,呜,嗚,嗚
1094,23723,,呝,呝,呝
1095,1403,,呢,呢,呢
1096,8631,,周,周,周
1097,19490,,呪,呪,呪
1098,2699,,呱,呱,呱
1099,15480,0271,味,味,味
1100,14109,,呴,呴,呴
1101,6579,,呵,呵,呵
1102,25449,,呷,呷,呷
1103,3807,,呻,呻,呻
1104,2759,,呼,呼,呼
1105,19192,0862,命,命,命
1106,21926,,呾,呾,呾
1107,10830,,咀,咀,咀
1108,6206,,咆,咆,咆
1109,6693,,咊,咊,咊
1110,18850,,咋,咋,咋
1111,18723,,和,和,和
1112,6692,,和,和,和
1113,3595,,咍,咍,咍
1114,13956,,咎,咎,咎
1115,6259,,咎,咎,咎
1116,19210,,咏,詠,詠
1117,19211,,咏,咏,咏
1118,245,,咙,嚨,嚨
1119,8218,,咛,嚀,嚀
1120,18835,,咤,吒,吒
1121,18836,,咤,咤,咤
1122,22522,,咥,咥,咥
1123,1624,,咦,咦,咦
1124,1343,,咨,咨,咨
1125,1349,,咨,諮,諮
1126,10034,,咫,咫,咫
1127,6083,,咬,咬,咬
1128,6228,,咬,咬,咬
1129,3705,,咳,咳,咳
1130,9704,0400,咸,鹹,鹹
1131,9703,,咸,咸,咸
1132,8749,,咻,咻,咻
1133,18077,,咽,嚥,嚥
1134,18078,,咽,咽,咽
1135,5154,,咽,咽,咽
1136,1442,,咿,咿,咿
1137,3603,,哀,哀,哀
1138,14258,0439,品,品,品
1139,14757,,哄,哄,哄
1140,14760,,哄,鬨,鬨
1141,6971,,哆,哆,哆
1142,13022,,哆,哆,哆
1143,3329,,哇,哇,哇
1144,6955,,哇,哇,哇
1145,24915,,哈,哈,哈
1146,3684,,哉,哉,哉
1147,13377,0746,响,響,響
1148,13216,0040,哑,啞,啞
1149,18814,,哑,啞,啞
1150,21665,,哕,噦,噦
1151,22811,,哕,噦,噦
1152,6808,,哗,譁,譁
1153,406,,哝,噥,噥
1154,6469,,哥,哥,哥
1155,6533,,哦,哦,哦
1156,18424,,哨,哨,哨
1157,5806,,哨,哨,哨
1158,20148,0941,哭,哭,哭
1159,18487,,哮,哮,哮
1160,22732,,哲,哲,哲
1161,16018,,哺,哺,哺
1162,13581,,哽,哽,哽
1163,18132,,唁,唁,唁
1164,19827,,唅,唅,唅
1165,6618,,唆,唆,唆
1166,3744,0683,唇,唇,唇
1167,4031,,唇,脣,脣
1168,3605,,唉,唉,唉
1169,15589,,唏,唏,唏
1170,7297,,唐,唐,唐
1171,6232,,唠,嘮,嘮
1172,17817,,唤,喚,喚
1173,21237,,唧,唧,唧
1174,24397,,唧,唧,唧
1175,9941,,唪,唪,唪
1176,9234,,唫,唫,唫
1177,18820,,唬,唬,唬
1178,19589,,售,售,售
1179,10441,,唯,唯,唯
1180,1497,,唯,唯,唯
1181,19047,0740,唱,唱,唱
1182,16256,,唳,唳,唳
1183,14296,,唵,唵,唵
1184,18736,,唾,唾,唾
1185,6196,,啁,啁,啁
1186,20162,,啄,啄,啄
1187,20924,,啄,啄,啄
1188,7061,,商,商,商
1189,9366,,啉,啉,啉
1190,15939,,啎,啎,啎
1191,16990,,啐,啐,啐
1192,16044,,啑,啑,啑
1193,25442,,啑,啑,啑
1194,14414,,啖,啖,啖
1195,2736,,啚,啚,啚
1196,22830,,啜,啜,啜
1197,11474,,啡,啡,啡
1198,23462,,啧,嘖,嘖
1199,23627,,啧,嘖,嘖
1200,23632,,啧,嘖,嘖
1201,24325,,啬,嗇,嗇
1202,18275,,啭,囀,囀
1203,22589,,啮,齧,齧
1204,6559,,啰,囉,囉
1205,18297,,啸,嘯,嘯
1206,7298,,啺,啺,啺
1207,14975,,啻,啻,啻
1208,2990,,啼,啼,啼
1209,23496,,喀,喀,喀
1210,9756,,喃,喃,喃
1211,12387,0511,善,善,善
1212,22734,,喆,喆,喆
1213,8902,,喉,喉,喉
1214,14429,0394,喊,喊,喊
1215,14592,,喊,喊,喊
1216,14626,,喊,喊,喊
1217,25235,,喋,喋,喋
1218,20495,,喌,喌,喌
1219,8637,,喌,喌,喌
1220,9261,,喑,喑,喑
1221,21034,,喔,喔,喔
1222,12511,,喘,喘,喘
1223,16547,,喙,喙,喙
1224,17171,,喙,喙,喙
1225,10484,0244,喜,喜,喜
1226,16915,,喝,喝,喝
1227,21917,,喝,喝,喝
1228,16842,,喟,喟,喟
1229,7613,,喤,喤,喤
1230,9736,,喦,喦,喦
1231,4396,,喧,喧,喧
1232,18133,,喭,喭,喭
1233,17584,,喷,噴,噴
1234,4612,,喷,噴,噴
1235,15805,,喻,喻,喻
1236,8950,,喽,嘍,嘍
1237,2989,,嗁,嗁,嗁
1238,16917,,嗄,嗄,嗄
1239,15973,,嗉,嗉,嗉
1240,24797,,嗒,嗒,嗒
1241,24977,,嗒,嗒,嗒
1242,3871,,嗔,嗔,嗔
1243,15158,,嗜,嗜,嗜
1244,23706,,嗝,嗝,嗝
1245,1855,,嗞,嗞,嗞
1246,6774,,嗟,嗟,嗟
1247,15368,,嗣,嗣,嗣
1248,1839,,嗤,嗤,嗤
1249,6241,,嗥,嗥,嗥
1250,25129,,嗫,囁,囁
1251,6415,,嗷,嗷,嗷
1252,6414,,嗸,嗸,嗸
1253,19677,,嗽,嗽,嗽
1254,20905,,嗽,嗽,嗽
1255,14095,,嗾,嗾,嗾
1256,24867,,嘁,嘁,嘁
1257,6429,,嘈,嘈,嘈
1258,6827,,嘉,嘉,嘉
1259,22280,,嘎,嘎,嘎
1260,6154,,嘐,嘐,嘐
1261,2149,,嘘,噓,噓
1262,7826,,嘤,嚶,嚶
1263,16907,,嘬,嘬,嘬
1264,20722,,嘱,囑,囑
1265,6194,,嘲,嘲,嘲
1266,,0250,嘴,,嘴
1267,3137,,嘶,嘶,嘶
1268,5770,,嘹,嘹,嘹
1269,1821,,嘻,嘻,嘻
1270,758,,噇,噇,噇
1271,18413,,噍,噍,噍
1272,22634,,噎,噎,噎
1273,24706,,噏,噏,噏
1274,10961,,噢,噢,噢
1275,19777,,噤,噤,噤
1276,15281,0226,器,器,器
1277,23235,,噩,噩,噩
1278,18660,,噪,譟,譟
1279,18661,,噪,噪,噪
1280,1829,,噫,噫,噫
1281,16422,,噬,噬,噬
1282,23063,,噱,噱,噱
1283,14430,,嚂,嚂,嚂
1284,16043,,嚏,嚏,嚏
1285,22735,,嚞,嚞,嚞
1286,5828,,嚻,嚻,嚻
1287,23050,,嚼,嚼,嚼
1288,17818,,嚾,嚾,嚾
1289,7553,,囊,囊,囊
1290,5017,,囏,囏,囏
1291,8751,,囚,囚,囚
1292,15267,0220,四,四,四
1293,3457,0180,回,回,回
1294,3459,,回,迴,迴
1295,17201,,囟,囟,囟
1296,3753,,因,因,因
1297,4813,,团,團,團
1298,11882,,囤,囤,囤
1299,5246,,囦,囦,囦
1300,4324,0612,园,園,園
1301,17560,0672,困,困,困
1302,305,,囱,囪,囪
1303,697,,囱,囪,囪
1304,1893,0274,围,圍,圍
1305,11579,,囷,囷,囷
1306,8132,,囹,囹,囹
1307,15928,,固,固,固
1308,24576,0829,国,國,國
1309,2735,0064,图,圖,圖
1310,19443,,囿,囿,囿
1311,11148,,圃,圃,圃
1312,10674,,圄,圄,圄
1313,5575,0599,圆,圓,圓
1314,11801,0597,圈,圈,圈
1315,12489,,圈,圈,圈
1316,10672,,圉,圉,圉
1317,5567,,圌,圌,圌
1318,5574,,圜,圜,圜
1319,11012,0063,土,土,土
1320,19257,,圣,聖,聖
1321,17143,,在,在,在
1322,11486,,在,在,在
1323,2847,,圬,圬,圬
1324,3204,,圭,圭,圭
1325,15311,0216,地,地,地
1326,19153,,圹,壙,壙
1327,7132,,场,場,場
1328,1953,,圻,圻,圻
1329,10474,,址,址,址
1330,11797,,坂,坂,坂
1331,4092,0687,均,均,均
1332,11886,,坉,坉,坉
1333,7082,,坊,坊,坊
1334,7160,,坊,坊,坊
1335,17594,,坌,坌,坌
1336,14339,,坎,坎,坎
1337,16855,0186,坏,壞,壞
1338,3569,,坏,坏,坏
1339,16785,,坏,壞,壞
1340,13143,0019,坐,坐,坐
1341,18762,,坐,坐,坐
1342,7595,0838,坑,坑,坑
1343,17029,0184,块,塊,塊
1344,5114,,坚,堅,堅
1345,4682,,坛,壇,壇
1346,9303,,坛,壜,壜
1347,18911,,坝,垻,垻
1348,11102,,坞,塢,塢
1349,4183,0695,坟,墳,墳
1350,15335,,坠,墜,墜
1351,6689,,坡,坡,坡
1352,7304,,坣,坣,坣
1353,4597,,坤,坤,坤
1354,11951,,坦,坦,坦
1355,9460,,坩,坩,坩
1356,7694,,坪,坪,坪
1357,11211,,坭,坭,坭
1358,6224,,坳,坳,坳
1359,13068,,坷,坷,坷
1360,880,0253,垂,垂,垂
1361,9917,,垅,壠,壠
1362,8063,,型,型,型
1363,10399,,垒,壘,壘
1364,3626,,垓,垓,垓
1365,14018,,垕,垕,垕
1366,13118,,垛,垛,垛
1367,21619,,垡,垡,垡
1368,14068,,垢,垢,垢
1369,4322,,垣,垣,垣
1370,11932,,垦,墾,墾
1371,19976,0533,垫,墊,墊
1372,12905,,垴,堖,堖
1373,13585,,埂,埂,埂
1374,3604,,埃,埃,埃
1375,3404,0136,埋,埋,埋
1376,7972,0880,城,城,城
1377,22848,,埒,埒,埒
1378,4391,,埙,塤,塤
1379,4392,,埙,壎,壎
1380,24410,,域,域,域
1381,17062,,埭,埭,埭
1382,14433,,埯,埯,埯
1383,14587,,埯,埯,埯
1384,9906,,埲,埲,埲
1385,24270,,埴,埴,埴
1386,3555,,培,培,培
1387,1759,,基,基,基
1388,1952,,埼,碕,碕
1389,18665,,埽,埽,埽
1390,12918,,埽,埽,埽
1391,3192,,埿,埿,埿
1392,21852,,堀,堀,堀
1393,7303,,堂,堂,堂
1394,3531,,堆,堆,堆
1395,7395,,堈,堈,堈
1396,19940,,堑,塹,塹
1397,13117,,堕,墮,墮
1398,12977,,堡,堡,堡
1399,12976,,堢,堢,堢
1400,2974,,堤,堤,堤
1401,3351,,堦,堦,堦
1402,9395,,堪,堪,堪
1403,17519,,堰,堰,堰
1404,18185,,堰,堰,堰
1405,11048,,堵,堵,堵
1406,8333,,塍,塍,塍
1407,15976,,塑,塑,塑
1408,24975,0395,塔,塔,塔
1409,9877,,塕,塕,塕
1410,8334,,塖,塖,塖
1411,7316,,塘,塘,塘
1412,24551,0807,塞,塞,塞
1413,17081,,塞,塞,塞
1414,17304,,填,填,填
1415,18021,,填,填,填
1416,5173,,填,填,填
1417,20441,,塾,塾,塾
1418,1406,,墀,墀,墀
1419,13600,,境,境,境
1420,10827,,墅,墅,墅
1421,15883,,墓,墓,墓
1422,7234,,墙,牆,牆
1423,7236,,墙,墻,墻
1424,8395,,增,增,增
1425,2219,,墟,墟,墟
1426,16849,,墤,墤,墤
1427,24532,0803,墨,墨,墨
1428,4549,0665,墩,墩,墩
1429,15312,,墬,墬,墬
1430,19289,,墭,墭,墭
1431,23823,,墿,墿,墿
1432,24170,0902,壁,壁,壁
1433,7118,,壃,壃,壃
1434,13196,,壄,壄,壄
1435,540,,壅,壅,壅
1436,9921,,壅,壅,壅
1437,19939,,壍,壍,壍
1438,10190,,壐,壐,壐
1439,23279,,壑,壑,壑
1440,6244,,壕,壕,壕
1441,9494,,壛,壛,壛
1442,13404,,壤,壤,壤
1443,10555,,士,士,士
1444,9155,,壬,壬,壬
1445,19039,0734,壮,壯,壯
1446,7987,0879,声,聲,聲
1447,,0790,壳,,壳
1448,2665,0078,壶,壺,壺
1449,21131,,壹,壹,壹
1450,16136,,壻,壻,壻
1451,15725,,处,處,處
1452,10726,,处,處,處
1453,15122,,备,備,備
1454,8295,,夌,夌,夌
1455,19563,,复,復,復
1456,19570,,复,複,複
1457,20305,,复,複,複
1458,20321,,复,復,復
1459,18869,0039,夏,夏,夏
1460,13224,,夏,夏,夏
1461,23896,,夕,夕,夕
1462,16654,0181,外,外,外
1463,20593,,夙,夙,夙
1464,6478,0001,多,多,多
1465,18877,0051,夜,夜,夜
1466,9021,0341,够,夠,夠
1467,8975,,够,夠,夠
1468,3880,,夤,夤,夤
1469,16573,0003,大,大,大
1470,18709,,大,大,大
1471,5108,0531,天,天,天
1472,16550,,太,太,太
1473,2509,,夫,夫,夫
1474,2587,,夫,夫,夫
1475,6016,,夭,夭,夭
1476,7273,,央,央,央
1477,21232,0653,失,失,失
1478,8989,0334,头,頭,頭
1479,1291,,夷,夷,夷
1480,6810,,夸,誇,誇
1481,6812,,夸,夸,夸
1482,25352,0403,夹,夾,夾
1483,22113,0574,夺,奪,奪
1484,17821,,奂,奐,奐
1485,14513,,奄,奄,奄
1486,1089,,奇,奇,奇
1487,923,,奇,奇,奇
1488,16569,,奈,奈,奈
1489,18710,,奈,奈,奈
1490,9940,,奉,奉,奉
1491,17430,,奋,奮,奮
1492,3220,,奎,奎,奎
1493,19683,,奏,奏,奏
1494,16175,0167,契,契,契
1495,22645,,契,契,契
1496,17601,,奔,奔,奔
1497,4589,,奔,奔,奔
1498,23804,,奕,奕,奕
1499,13324,,奖,獎,獎
1500,19120,,奘,奘,奘
1501,3076,,奚,奚,奚
1502,18011,,奠,奠,奠
1503,19321,,奠,奠,奠
1504,6754,,奢,奢,奢
1505,18648,,奥,奧,奧
1506,10748,0081,女,女,女
1507,2752,0066,奴,奴,奴
1508,4709,0494,奸,奸,奸
1509,4995,,奸,姦,姦
1510,17924,,奻,奻,奻
1511,12966,0295,好,好,好
1512,18677,,好,好,好
1513,22990,,妁,妁,妁
1514,2204,0091,如,如,如
1515,15699,,如,如,如
1516,1906,,妃,妃,妃
1517,19064,,妄,妄,妄
1518,7214,,妆,妝,妝
1519,13916,0349,妇,婦,婦
1520,11009,,妈,媽,媽
1521,19764,,妊,妊,妊
1522,5217,,妍,妍,妍
1523,15904,,妒,妒,妒
1524,1091,,妓,妓,妓
1525,10117,,妓,妓,妓
1526,6012,,妖,妖,妖
1527,9570,,妗,妗,妗
1528,9702,,妗,妗,妗
1529,18417,,妙,妙,妙
1530,10363,,妣,妣,妣
1531,2087,,妤,妤,妤
1532,13131,,妥,妥,妥
1533,19062,,妨,妨,妨
1534,7290,,妨,妨,妨
1535,10875,,妩,嫵,嫵
1536,15738,,妪,嫗,嫗
1537,15905,,妬,妬,妬
1538,20391,,妯,妯,妯
1539,21925,,妲,妲,妲
1540,21115,,妷,妷,妷
1541,16954,0174,妹,妹,妹
1542,2955,,妻,妻,妻
1543,25144,,妾,妾,妾
1544,19635,,姆,姆,姆
1545,10360,,姊,姊,姊
1546,10539,,始,始,始
1547,13248,0041,姐,姐,姐
1548,2697,,姑,姑,姑
1549,10503,,姒,姒,姒
1550,19265,0874,姓,姓,姓
1551,10079,,委,委,委
1552,855,,委,委,委
1553,4680,,姗,姍,姍
1554,7854,,姘,姘,姘
1555,8122,,姘,姘,姘
1556,5900,,姚,姚,姚
1557,7126,0745,姜,姜,姜
1558,7114,,姜,薑,薑
1559,2612,,姝,姝,姝
1560,6065,,姣,姣,姣
1561,12827,,姣,姣,姣
1562,11006,,姥,姥,姥
1563,1288,0227,姨,姨,姨
1564,21114,,姪,姪,姪
1565,1756,,姬,姬,姬
1566,13303,,姹,奼,奼
1567,3769,,姻,姻,姻
1568,1350,,姿,姿,姿
1569,1937,,威,威,威
1570,3327,,娃,娃,娃
1571,2496,,娄,婁,婁
1572,8934,,娄,婁,婁
1573,18815,,娅,婭,婭
1574,12647,,娆,嬈,嬈
1575,5854,,娇,嬌,嬌
1576,10529,,娌,娌,娌
1577,6479,,娑,娑,娑
1578,10604,,娓,娓,娓
1579,7206,0723,娘,娘,娘
1580,7205,,娘,孃,孃
1581,13053,,娜,娜,娜
1582,5517,,娟,娟,娟
1583,3806,,娠,娠,娠
1584,16103,,娣,娣,娣
1585,11198,,娣,娣,娣
1586,6534,,娥,娥,娥
1587,17399,,娩,娩,娩
1588,17491,,娩,娩,娩
1589,11788,,娩,娩,娩
1590,12553,,娩,娩,娩
1591,15947,,娱,娛,娛
1592,2245,,娱,娛,娛
1593,6804,,娲,媧,媧
1594,15859,,娶,娶,娶
1595,6624,0014,婆,婆,婆
1596,11804,,婉,婉,婉
1597,25047,,婕,婕,婕
1598,4606,0673,婚,婚,婚
1599,13808,,婞,婞,婞
1600,10242,,婢,婢,婢
1601,3770,,婣,婣,婣
1602,9361,,婪,婪,婪
1603,7949,,婴,嬰,嬰
1604,5387,,婵,嬋,嬋
1605,15824,,婺,婺,婺
1606,17565,,媆,媆,媆
1607,3472,,媒,媒,媒
1608,15037,,媚,媚,媚
1609,18149,,媛,媛,媛
1610,4329,,媛,媛,媛
1611,12993,,媪,媼,媼
1612,19352,,媵,媵,媵
1613,10336,,媺,媺,媺
1614,19695,,媾,媾,媾
1615,15139,,媿,媿,媿
1616,18798,0035,嫁,嫁,嫁
1617,12915,0291,嫂,嫂,嫂
1618,15334,,嫉,嫉,嫉
1619,21219,,嫉,嫉,嫉
1620,9691,0432,嫌,嫌,嫌
1621,3894,,嫔,嬪,嬪
1622,6029,,嫖,嫖,嫖
1623,24034,,嫡,嫡,嫡
1624,5401,,嫣,嫣,嫣
1625,17564,0666,嫩,嫩,嫩
1626,2643,,嫫,嫫,嫫
1627,7238,,嫱,嬙,嬙
1628,15468,,嬉,嬉,嬉
1629,1813,,嬉,嬉,嬉
1630,11288,,嬭,嬭,嬭
1631,7932,,嬴,嬴,嬴
1632,11990,,嬾,嬾,嬾
1633,7230,,孀,孀,孀
1634,10567,0229,子,子,子
1635,22880,,孑,孑,孑
1636,9969,,孓,孓,孓
1637,9841,0932,孔,孔,孔
1638,19349,,孕,孕,孕
1639,15392,0230,字,字,字
1640,4539,,存,存,存
1641,4528,0670,孙,孫,孫
1642,2535,,孚,孚,孚
1643,1853,,孜,孜,孜
1644,18486,0308,孝,孝,孝
1645,19197,,孟,孟,孟
1646,15369,,孠,孠,孠
1647,3698,,孡,孡,孡
1648,15282,0264,季,季,季
1649,2692,,孤,孤,孤
1650,2757,,孥,孥,孥
1651,21060,0791,学,學,學
1652,3704,,孩,孩,孩
1653,20439,,孰,孰,孰
1654,5040,,孱,孱,孱
1655,1851,,孳,孳,孳
1656,2547,,孵,孵,孵
1657,15808,,孺,孺,孺
1658,22767,0522,孽,孽,孽
1659,19303,,宁,甯,甯
1660,8211,,宁,寧,寧
1661,9922,,宂,宂,宂
1662,6548,,它,它,它
1663,23551,,宅,宅,宅
1664,10838,,宇,宇,宇
1665,13909,,守,守,守
1666,4655,0474,安,安,安
1667,14769,0947,宋,宋,宋
1668,4743,0567,完,完,完
1669,7795,,宏,宏,宏
1670,989,,宐,宐,宐
1671,19096,,宕,宕,宕
1672,422,,宗,宗,宗
1673,4834,0564,官,官,官
1674,19464,,宙,宙,宙
1675,19312,0896,定,定,定
1676,11812,,宛,宛,宛
1677,988,,宜,宜,宜
1678,12972,0276,宝,寶,寶
1679,21107,0652,实,實,實
1680,9913,,宠,寵,寵
1681,14223,,审,審,審
1682,23495,0848,客,客,客
1683,5456,,宣,宣,宣
1684,21233,,室,室,室
1685,19433,,宥,宥,宥
1686,17902,,宦,宦,宦
1687,1654,,宧,宧,宧
1688,17530,,宪,憲,憲
1689,119,0957,宫,宮,宮
1690,7974,,宬,宬,宬
1691,11449,,宰,宰,宰
1692,16581,0133,害,害,害
1693,18070,,宴,宴,宴
1694,5794,,宵,宵,宵
1695,6828,,家,家,家
1696,14222,,宷,宷,宷
1697,3783,,宸,宸,宸
1698,475,0989,容,容,容
1699,4871,0565,宽,寬,寬
1700,3819,,宾,賓,賓
1701,20591,0965,宿,宿,宿
1702,19546,,宿,宿,宿
1703,24138,,寂,寂,寂
1704,14898,0206,寄,寄,寄
1705,3879,,寅,寅,寅
1706,1290,,寅,寅,寅
1707,21323,0647,密,密,密
1708,19615,,寇,寇,寇
1709,19516,0346,富,富,富
1710,15211,,寐,寐,寐
1711,14170,,寑,寑,寑
1712,4630,,寒,寒,寒
1713,15732,,寓,寓,寓
1714,14172,,寝,寢,寢
1715,23140,,寞,寞,寞
1716,22261,,察,察,察
1717,13263,,寡,寡,寡
1718,21808,,寣,寣,寣
1719,15937,,寤,寤,寤
1720,5738,,寥,寥,寥
1721,16927,,寨,寨,寨
1722,5746,,寮,寮,寮
1723,17984,,寰,寰,寰
1724,4957,,寰,寰,寰
1725,16469,,寱,寱,寱
1726,17333,,寴,寴,寴
1727,3798,,寴,寴,寴
1728,17592,0668,寸,寸,寸
1729,16980,0175,对,對,對
1730,15367,0233,寺,寺,寺
1731,9091,0443,寻,尋,尋
1732,18567,,导,導,導
1733,21432,,寽,寽,寽
1734,19588,0361,寿,壽,壽
1735,13989,,寿,壽,壽
1736,510,0975,封,封,封
1737,18901,0048,射,射,射
1738,23949,,射,射,射
1739,19058,,将,將,將
1740,7184,,将,將,將
1741,15529,,尉,尉,尉
1742,21517,,尉,尉,尉
1743,4534,,尊,尊,尊
1744,12671,0314,小,小,小
1745,18456,,少,少,少
1746,12693,,少,少,少
1747,10227,,尔,爾,爾
1748,9603,0410,尖,尖,尖
1749,20509,,尗,尗,尗
1750,3864,,尘,塵,塵
1751,19035,,尚,尚,尚
1752,7218,,尚,尚,尚
1753,7221,0742,尝,嘗,嘗
1754,8455,,尤,尤,尤
1755,18343,,尥,尥,尥
1756,5772,,尧,堯,堯
1757,16804,,尬,尬,尬
1758,19554,,就,就,就
1759,9718,,尲,尲,尲
1760,1426,,尸,尸,尸
1761,1428,,尸,屍,屍
1762,11629,,尹,尹,尹
1763,23849,0886,尺,尺,尺
1764,6450,,尻,尻,尻
1765,1398,,尼,尼,尼
1766,11555,,尽,盡,盡
1767,11558,,尽,盡,盡
1768,10600,0270,尾,尾,尾
1769,18331,,尿,尿,尿
1770,20751,0998,局,局,局
1771,15176,0213,屁,屁,屁
1772,8411,0799,层,層,層
1773,1766,,居,居,居
1774,2029,,居,居,居
1775,21525,,屈,屈,屈
1776,21531,,屈,屈,屈
1777,16797,,届,届,届
1778,20080,0942,屋,屋,屋
1779,10391,,屎,屎,屎
1780,8253,,屏,屏,屏
1781,23438,,屐,屐,屐
1782,22405,,屑,屑,屑
