# 客語
id,從化(呂田)_聲母,從化(呂田)_韻母,從化(呂田)_調值,從化(呂田)_調類,河源(廣東)_聲母,河源(廣東)_韻母,河源(廣東)_調值,河源(廣東)_調類,揭西(廣東)_聲母,揭西(廣東)_韻母,揭西(廣東)_調值,揭西(廣東)_調類,梅縣(廣東)_聲母,梅縣(廣東)_韻母,梅縣(廣東)_調值,梅縣(廣東)_調類,惠州(市區)_聲母,惠州(市區)_韻母,惠州(市區)_調值,惠州(市區)_調類,東莞(清溪)(客贛方言調查報告)_聲母,東莞(清溪)(客贛方言調查報告)_韻母,東莞(清溪)(客贛方言調查報告)_調值,東莞(清溪)(客贛方言調查報告)_調類,東莞(清溪)_聲母,東莞(清溪)_韻母,東莞(清溪)_調值,東莞(清溪)_調類,深圳(沙頭角)_聲母,深圳(沙頭角)_韻母,深圳(沙頭角)_調值,深圳(沙頭角)_調類,沙頭角麻雀嶺(香港新界)_聲母,沙頭角麻雀嶺(香港新界)_韻母,沙頭角麻雀嶺(香港新界)_調值,沙頭角麻雀嶺(香港新界)_調類,西貢荔枝莊(香港新界)_聲母,西貢荔枝莊(香港新界)_韻母,西貢荔枝莊(香港新界)_調值,西貢荔枝莊(香港新界)_調類,沙田赤泥坪(香港新界)_聲母,沙田赤泥坪(香港新界)_韻母,沙田赤泥坪(香港新界)_調值,沙田赤泥坪(香港新界)_調類,香港_聲母,香港_韻母,香港_調值,香港_調類,屯門楊小坑(香港新界)_聲母,屯門楊小坑(香港新界)_韻母,屯門楊小坑(香港新界)_調值,屯門楊小坑(香港新界)_調類,連南(廣東)_聲母,連南(廣東)_韻母,連南(廣東)_調值,連南(廣東)_調類,翁源(廣東)_聲母,翁源(廣東)_韻母,翁源(廣東)_調值,翁源(廣東)_調類,寧化(福建)_聲母,寧化(福建)_韻母,寧化(福建)_調值,寧化(福建)_調類,長汀(福建)_聲母,長汀(福建)_韻母,長汀(福建)_調值,長汀(福建)_調類,武平(福建)_聲母,武平(福建)_韻母,武平(福建)_調值,武平(福建)_調類,秀篆(福建詔安)_聲母,秀篆(福建詔安)_韻母,秀篆(福建詔安)_調值,秀篆(福建詔安)_調類,寧都(江西)_聲母,寧都(江西)_韻母,寧都(江西)_調值,寧都(江西)_調類,寧都縣梅江鎮_聲母,寧都縣梅江鎮_韻母,寧都縣梅江鎮_調值,寧都縣梅江鎮_調類,石城_聲母,石城_韻母,石城_調值,石城_調類,龍南_聲母,龍南_韻母,龍南_調值,龍南_調類,定南_聲母,定南_韻母,定南_調值,定南_調類,全南_聲母,全南_韻母,全南_調值,全南_調類,全南縣城廂鎮_聲母,全南縣城廂鎮_韻母,全南縣城廂鎮_調值,全南縣城廂鎮_調類,于都_聲母,于都_韻母,于都_調值,于都_調類,上猶縣社溪鄉江頭_聲母,上猶縣社溪鄉江頭_韻母,上猶縣社溪鄉江頭_調值,上猶縣社溪鄉江頭_調類,贛縣(江西蟠龍鎮)_聲母,贛縣(江西蟠龍鎮)_韻母,贛縣(江西蟠龍鎮)_調值,贛縣(江西蟠龍鎮)_調類,上猶(江西)_聲母,上猶(江西)_韻母,上猶(江西)_調值,上猶(江西)_調類,南康_聲母,南康_韻母,南康_調值,南康_調類,南康市蓉江鎮_聲母,南康市蓉江鎮_韻母,南康市蓉江鎮_調值,南康市蓉江鎮_調類,大余(江西)_聲母,大余(江西)_韻母,大余(江西)_調值,大余(江西)_調類,安遠縣欣山鎮_聲母,安遠縣欣山鎮_韻母,安遠縣欣山鎮_調值,安遠縣欣山鎮_調類,安遠_聲母,安遠_韻母,安遠_調值,安遠_調類,修水縣黃沙橋鄉_聲母,修水縣黃沙橋鄉_韻母,修水縣黃沙橋鄉_調值,修水縣黃沙橋鄉_調類,澡溪_聲母,澡溪_韻母,澡溪_調值,澡溪_調類,三都(江西銅鼓)_聲母,三都(江西銅鼓)_韻母,三都(江西銅鼓)_調值,三都(江西銅鼓)_調類,銅鼓_聲母,銅鼓_韻母,銅鼓_調值,銅鼓_調類,井岡山_聲母,井岡山_韻母,井岡山_調值,井岡山_調類,信宜思賀_聲母,信宜思賀_韻母,信宜思賀_調值,信宜思賀_調類,信宜錢排_聲母,信宜錢排_韻母,信宜錢排_調值,信宜錢排_調類,陽春三甲_聲母,陽春三甲_韻母,陽春三甲_調值,陽春三甲_調類,高州新垌_聲母,高州新垌_韻母,高州新垌_調值,高州新垌_調類,廉江石角_聲母,廉江石角_韻母,廉江石角_調值,廉江石角_調類,陽西塘口_聲母,陽西塘口_韻母,陽西塘口_調值,陽西塘口_調類,電白沙琅_聲母,電白沙琅_韻母,電白沙琅_調值,電白沙琅_調類,化州新安_聲母,化州新安_韻母,化州新安_調值,化州新安_調類,廉江青平_聲母,廉江青平_韻母,廉江青平_調值,廉江青平_調類,梧州西河(蒙山)_聲母,梧州西河(蒙山)_韻母,梧州西河(蒙山)_調值,梧州西河(蒙山)_調類,南寧馬山(片聯)_聲母,南寧馬山(片聯)_韻母,南寧馬山(片聯)_調值,南寧馬山(片聯)_調類,玉林興業(高峰鄉)_聲母,玉林興業(高峰鄉)_韻母,玉林興業(高峰鄉)_調值,玉林興業(高峰鄉)_調類,玉林容縣(縣底鎮縣底村)_聲母,玉林容縣(縣底鎮縣底村)_韻母,玉林容縣(縣底鎮縣底村)_調值,玉林容縣(縣底鎮縣底村)_調類,玉林北流(西埌鎮木棉村)_聲母,玉林北流(西埌鎮木棉村)_韻母,玉林北流(西埌鎮木棉村)_調值,玉林北流(西埌鎮木棉村)_調類,玉林北流(塘岸)_聲母,玉林北流(塘岸)_韻母,玉林北流(塘岸)_調值,玉林北流(塘岸)_調類,玉林福綿(橋鎮新沙村)_聲母,玉林福綿(橋鎮新沙村)_韻母,玉林福綿(橋鎮新沙村)_調值,玉林福綿(橋鎮新沙村)_調類,玉林陸川(客贛方言調查報告)_聲母,玉林陸川(客贛方言調查報告)_韻母,玉林陸川(客贛方言調查報告)_調值,玉林陸川(客贛方言調查報告)_調類,玉林陸川(橫山鄉四和村)_聲母,玉林陸川(橫山鄉四和村)_韻母,玉林陸川(橫山鄉四和村)_調值,玉林陸川(橫山鄉四和村)_調類,玉林博白(新田鎮村頭村)_聲母,玉林博白(新田鎮村頭村)_韻母,玉林博白(新田鎮村頭村)_調值,玉林博白(新田鎮村頭村)_調類,中山(南蓢合水)_聲母,中山(南蓢合水)_韻母,中山(南蓢合水)_調值,中山(南蓢合水)_調類,曼谷(半山客話)_聲母,曼谷(半山客話)_韻母,曼谷(半山客話)_調值,曼谷(半山客話)_調類,馬來西亞(柔佛士乃客家話)_聲母,馬來西亞(柔佛士乃客家話)_韻母,馬來西亞(柔佛士乃客家話)_調值,馬來西亞(柔佛士乃客家話)_調類,中山(五桂山、南蓈)_聲母,中山(五桂山、南蓈)_韻母,中山(五桂山、南蓈)_調值,中山(五桂山、南蓈)_調類
2392,ts,y,44,陰平,,,,,,,,,ts,u,44,陰平,ts,y,33,陰平,,,,,ts,u,33,陰平,ts,u,33,陰平,tʃ,u,34,陰平,tʃ,u,34,陰平,tʃ,u,34,陰平,,,,,tʃ,u,34,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,u,42,陰平,,,,,,,,,,,,,,,,,ts,u,24,陰平,,,,,,,,,,,,,,,,,,,,,ts,u,44,陰平,,,,,,,,,,,,,tʂ,u,24,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,44,陰平,tʃ,u,55,陰平,ts,u,44,陰平,,,,,ts,ʯ,44,陰平,ts,u,44,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,,,,
2393,ts,y,44,陰平,,,,,,,,,,,,,ts,y,33,陰平,,,,,ts,u,33,陰平,ts,u,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,u,42,陰平,,,,,,,,,,,,,,,,,ts,u,24,陰平,,,,,,,,,,,,,,,,,,,,,ts,u,44,陰平,,,,,ts,ɿ,44,陰平,,,,,tʂ,u,24,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,44,陰平,tʃ,u,55,陰平,ts,u,44,陰平,,,,,ts,ʯ,44,陰平,ts,u,44,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,,,,
2396,ts,y,44,陰平,,,,,,,,,ts,u,44,陰平,ts,y,33,陰平,,,,,ts,u,33,陰平,ts,u,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,u,24,陰平,,,,,,,,,,,,,,,,,,,,,ts,u,44,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,44,陰平,tʃ,u,55,陰平,ts,u,44,陰平,,,,,ts,ʯ,44,陰平,ts,u,44,陰平,ts,u,33,陰平,t,u,33,陰平,ts,u,33,陰平,,,,
2405,s,y,35,陽平,,,,,,,,,s,u,44,陰平,s,y,11,陽平,,,,,s,u,11,陽平,s,u,11,陽平,ʃ,u,21,陽平,ʃ,u,21,陽平,ʃ,u,21,陽平,,,,,ʃ,u,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,u,42,陰平,,,,,,,,,,,,,,,,,s,u,24,陰平,,,,,ɕ,y,42,上聲,,,,,,,,,,,,,s,u,44,陰平,,,,,s,ɿ,44,陰平,,,,,ʂ,u,53,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʃ,y,31,陰上,s,u,213,陽平,ɬ,u,11,陽平,s,u,11,陽平,ʃ,i,24,陽平,s,u,11,陽平,,,,,s,ʯ,23,陽平,s,ʯ,23,陽平,s,ɿ,21,陽平,s,u,24,陽平,s,u,33,陰平,,,,
2417,z,y,35,陽平,,,,,,,,,,,,,z,y,11,陽平,,,,,z,i,11,陽平,z,i,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,i,55,陰去,z,i,213,陽平,z,y,11,陽平,z,i,11,陽平,0,i,24,陽平,z,y,11,陽平,,,,,z,ʯ,23,陽平,z,i,23,陽平,0,i,21,陽平,z,ɿ,24,陽平,,i,21,陽平,,,,
2430,z,y,35,陽平,,,,,,,,,0,i,52,去,z,y,11,陽平,,,,,z,i,11,陽平,z,i,11,陽平,j,i,53,去聲,ʒ,i,53,去聲,ʒ,i,53,去聲,,,,,j,i,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iu,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,j,y,55,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,i,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,i,55,陰去,z,i,213,陽平,z,y,11,陽平,z,i,11,陽平,0,i,24,陽平,z,y,11,陽平,,,,,z,ʯ,23,陽平,z,i,23,陽平,0,i,21,陽平,z,ɿ,24,陽平,,i,21,陽平,,,,
2439,z,y,35,陽平,,,,,,,,,0,u,52,去,z,y,11,陽平,,,,,z,i,11,陽平,z,i,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,y,11,陽平,,,,,,,,,,,,,,,,,,,,,j,i,24,陽平,,,,,v,i,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,i,213,陽平,z,i,213,陽平,z,y,11,陽平,z,i,11,陽平,0,i,24,陽平,z,y,11,陽平,,,,,z,ʯ,23,陽平,z,i,23,陽平,0,i,21,陽平,z,ɿ,24,陽平,,i,21,陽平,,,,
2462,kʰ,y,44,陰平,kʰ,y,33,陰平,kʰ,i,53,陰平,kʰ,i,44,陰平,kʰ,y,33,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,i,34,陰平,kʰ,i,34,陰平,kʰ,i,34,陰平,kʰ,i,34,陰平,kʰ,i,34,陰平,kʰ,y,44,陰平,kʰ,y,22,陰平,kʰ,iəɯ,33,陰平,tʃʰ,i,33,陰平,tɕʰ,i,45,陰平,kʰ,y,13,陰平,tsʰ,u,43,陰平,tsʰ,u,42,陰平,kʰ,iu,53,陰平,tɕʰ,i,24,陰平,tɕʰ,i,35,陰平,tɕʰ,i,24,陰平,tɕʰ,i,24,陰平,tɕʰ,y,31,陰平,0/tɕʰ,io/y,24,陰平,tɕʰ,i,33,陰平,tɕʰ,y,24,陰平,tɕʰ,y,44,陰平,tɕʰ,y,44,陰平,tɕʰ,y,33,陰平,tɕʰ,i,44,陰平,tɕʰ,i,35,陰平,kʰ,ui,24,陰平,tɕʰ,i,24,陰平,tɕʰ,i,35,陰平,tɕʰ,i,24,陰平,kʰ,i,24,陰平,kʰ,y,45,陰平,kʰ,y,34,陰平,kʰ,i,35,陰平,kʰ,y,44,陰平,kʰ,i,45,陰平,kʰ,i,35,陰平,kʰ,i,34,陰平,kʰ,i,55,陰平,kʰ,i,55,陰平,kʰ,i,35,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,y,33,陰平,kʰ,i,44,陰平,kʰ,i,55,陰平,kʰ,y,44,陰平,kʰ,i,44,陰平,kʰ,i,44,陰平,kʰ,i,44,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,,,,
2464,kʰ,y,44,陰平,,,,,,,,,kʰ,i,44,陰平,kʰ,y,33,陰平,,,,,kʰ,i,33,陰平,kʰ,i,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,u,42,陰平,,,,,,,,,,,,,,,,,,,,,,,,,tɕʰ,y,24,陰平,,,,,,,,,,,,,tɕʰ,y,44,陰平,,,,,,,,,,,,,kʰ,ui,24,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,y,33,陰平,kʰ,y,44,陰平,kʰ,i,55,陰平,kʰ,y,44,陰平,,,,,kʰ,i,44,陰平,kʰ,i,44,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,,,,
2465,kʰ,y,44,陰平,,,,,,,,,,,,,kʰ,y,33,陰平,,,,,kʰ,i,33,陰平,kʰ,i,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,u,42,陰平,,,,,,,,,,,,,,,,,,,,,,,,,tɕʰ,y,24,陰平,,,,,,,,,,,,,tɕʰ,y,44,陰平,,,,,,,,,,,,,kʰ,ui,24,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,y,33,陰平,kʰ,y,44,陰平,kʰ,i,55,陰平,kʰ,y,44,陰平,,,,,kʰ,i,44,陰平,kʰ,i,44,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,kʰ,i,33,陰平,,,,
2467,,,,,,,,,,,,,kʰ,i,44,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,ts,y,44,陰平,ts,y,33,陰平,tʃ,u,53,陰平,ts,u,44,陰平,ts,y,33,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,tʃ,u,34,陰平,tʃ,u,34,陰平,tʃ,u,34,陰平,ts,u,34,陰平,tʃ,u,34,陰平,tʃ,y,44,陰平,ts,y,22,陰平,ts,u,33,陰平,tʃ,ʉ,33,陰平,ts,u,45,陰平,tʃ,y,13,陰平,ts,u,43,陰平,ts,u,42,陰平,ts,u,53,陰平,ts,u,24,陰平,ts,u,35,陰平,ts,u,24,陰平,ts,u,24,陰平,tʃ,u,31,陰平,tɕ,y,24,陰平,ts,u,33,陰平,tɕ,y,24,陰平,ts,u,44,陰平,ts,u,44,陰平,tɕ,y,33,陰平,,,,,ts,ɿ,35,陰平,tʂ,u,24,陰平,t,u,24,陰平,tʂ,u,35,陰平,tʂ,u,24,陰平,ts,u,24,陰平,ts,y,45,陰平,ts,y,34,陰平,ts,u,35,陰平,ts,y,44,陰平,ts,u,45,陰平,ts,u,35,陰平,ts,i,34,陰平,ts,i,55,陰平,ts,u,55,陰平,tʃ,u,35,陰平,tʃ,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,44,陰平,tʃ,u,55,陰平,ts,u,44,陰平,ts,u,44,陰平,ts,ʯ,44,陰平,ts,u,44,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,,,,
2471,ts,y,44,陰平,,,,,,,,,ts,u,44,陰平,ts,y,33,陰平,,,,,ts,u,33,陰平,ts,u,33,陰平,tʃ,u,34,陰平,tʃ,u,34,陰平,tʃ,u,34,陰平,,,,,tʃ,u,34,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,u,42,陰平,,,,,,,,,,,,,,,,,ts,u,24,陰平,,,,,tɕ,y,24,陰平,,,,,,,,,,,,,ts,u,44,陰平,,,,,ts,ɿ,44,陰平,,,,,tʂ,u,24,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,44,陰平,tʃ,u,55,陰平,ts,u,44,陰平,,,,,ts,ʯ,44,陰平,ts,u,44,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,,,,
2479,ts,y,44,陰平,,,,,,,,,,,,,ts,y,33,陰平,,,,,ts,u,33,陰平,ts,u,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʂ,u,24,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,u,33,陰平,ts,ui,33,陰平,ts,u,33,陰平,ts,u,44,陰平,tʃ,u,55,陰平,ts,u,44,陰平,,,,,ts,ʯ,44,陰平,ts,u,44,陰平,ts,u,33,陰平,ts,u,33,陰平,ts,u,33,陰平,,,,
2480,tsʰ,ɵy,44,陰平,,,,,,,,,tsʰ,i,44,陰平,tsʰ,y,33,陰平,,,,,tsʰ,ui,33,陰平,tsʰ,i,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃʰ,y,33,陰平,,,,,tʰ,y,33,陰平,,,,,tʃʰ,i,55,陰平,kʰ,y,44,陰平,,,,,,,,,tsʰ,ɿ,44,陰平,tsʰ,ui,33,陰平,tsʰ,ɿ,33,陰平,,,,,,,,
2481,tsʰ,ɵy,44,陰平,,,,,,,,,,,,,tsʰ,y,33,陰平,,,,,tsʰ,ui,33,陰平,tsʰ,i,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,ui,33,陰平,,,,,,,,,,,,
2500,f,u,35,陽平,h,u,31,陽平,f/pʰ,u/u,24/24,陽平/陽平,f/pʰ,u,11,陽平,h,u,11,陽平,f,u,11,陽平,f,u,11,陽平,f,u,11,陽平,f/pʰ,u/u,21/21,陽平/陽平,f/pʰ,u/u,21/21,陽平/陽平,f/pʰ,u/u,21/21,陽平/陽平,f,u,21,陽平,f/pʰ,u/u,21/21,陽平/陽平,f,u,24,陽平,pʰ,u,51,陽平,f/pʰ,u/u,35/35,陽平/陽平,pʰ,u,24,陽平,pʰ,u,22,陽平,f,u,54,陽平,f/pʰ,u/u,24/24,陽平/陽平,pʰ,u,13,陽平,pʰ,u,24,陽平,pʰ,u,312,陽平,pʰ,u,213,陽平,pʰ,u,11,陽平,f/pʰ,u,211,陽平,f/pʰ,u/u,44/44,陽平/陽平,pʰ,u,11,陽平,f,u,211,陽平,pʰ,u,11,陽平,pʰ,u,11,陽平,pʰ,u,11,陽平,pʰ,u,11,陽平,pʰ,u,24,陽平,pʰ,u,24,陽平,pʰ,u,13,陽平,pʰ,u,13,陽平,f,u,13,陽平,pʰ,u,13,陽平,pʰ,u,11,陽平,f,u,24,陽平,f/pʰ,u/u,23/23,陽平/陽平,f,u,12,陽平,f,u,24,陽平,f,u,12,陽平,f,u,24,陽平,f,u,213,陽平,f,u,35,陽平,pʰ,u,24,陽平,f,u,22,陽平,f,u,213,陽平,pʰ,u,213,陽平,f,u,11,陽平,f,u,11,陽平,f,u,24,陽平,f,u,11,陽平,f,u,13,陽平,pʰ,u,23,陽平,f,u,23,陽平,f/pʰ,u,21,陽平,pʰ,u,24,陽平,f,u,21,陽平,,,,
2501,f,u,35,陽平,,,,,,,,,,,,,h,u,11,陽平,,,,,f,u,11,陽平,f,u,11,陽平,f/pʰ,u/u,21/21,陽平/陽平,f/pʰ,u/u,21/21,陽平/陽平,f/pʰ,u/u,21/21,陽平/陽平,,,,,f/pʰ,u/u,21/21,陽平/陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,u,13,陽平,pʰ,u,24,陽平,pʰ,u,312,陽平,pʰ,u,213,陽平,pʰ,u,11,陽平,f/pʰ,u,211,陽平,f/pʰ,u/u,44/44,陽平/陽平,pʰ,u,11,陽平,,,,,pʰ,u,11,陽平,pʰ,u,11,陽平,pʰ,u,11,陽平,,,,,pʰ,u,24,陽平,pʰ,u,24,陽平,pʰ,u,13,陽平,pʰ,u,13,陽平,,,,,pʰ,u,13,陽平,pʰ,u,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,u,213,陽平,pʰ,u,213,陽平,f,u,11,陽平,f,u,11,陽平,f,u,24,陽平,f,u,11,陽平,,,,,pʰ,u,23,陽平,f,u,23,陽平,f/pʰ,u,21,陽平,pʰ,u,24,陽平,,,,,,,,
2502,f,u,35,陽平,,,,,,,,,,,,,h,u,31,陽去,,,,,f,u,11,陽平,f,u,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,u,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,u,11,陽平,,,,,,,,,,,,,f,u,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,u,213,陽平,f,u,213,陽平,f,u,11,陽平,f,u,11,陽平,f,u,24,陽平,f,u,11,陽平,,,,,f,u,23,陽平,f,u,23,陽平,f,u,21,陽平,f,u,24,陽平,pʰ,u,21,陽平,,,,
2503,f,u,35,陽平,h,u,31,陽平,pʰ,u,24,陽平,f/pʰ,u,11,陽平,h,u,11,陽平,f,u,11,陽平,f,u,11,陽平,f,u,11,陽平,f/pʰ,u/u,21/21,陽平/陽平,f/pʰ,u/u,21/21,陽平/陽平,f/pʰ,u/u,21/21,陽平/陽平,pʰ,u,21,陽平,f/pʰ,u/u,21/21,陽平/陽平,f,u,24,陽平,f,u,51,陽平,,,,,f,u,24,陽平,f,u,22,陽平,pʰ,u,54,陽平,f/pʰ,u/u,24/24,陽平/陽平,f,u,13,陽平,f/pʰ,u/u,24/24,陽平/陽平,f,u,312,陽平,f,u,213,陽平,f,u,11,陽平,f,u,211,陽平,f,u,44,陽平,f,u,11,陽平,f,u,211,陽平,f,u,11,陽平,f,u,11,陽平,f,u,11,陽平,f,u,11,陽平,f,u,24,陽平,f,u,24,陽平,pʰ,u,13,陽平,f,u,13,陽平,f,u,13,陽平,f,u,13,陽平,f,u,11,陽平,f,u,24,陽平,f/pʰ,u/u,23/23,陽平/陽平,f,u,12,陽平,f,u,24,陽平,f,u,12,陽平,f,u,24,陽平,f,u,213,陽平,f,u,35,陽平,f,u,24,陽平,f,u,22,陽平,f,u,213,陽平,pʰ,u,213,陽平,f,u,11,陽平,f,u,11,陽平,f,u,24,陽平,f,u,11,陽平,f,u,13,陽平,f,u,23,陽平,f,u,23,陽平,f/pʰ,u,21,陽平,pʰ,u,24,陽平,f,u,21,陽平,,,,
2527,,,,,,,,,,,,,,,,,tsʰ,y,33,陰平,,,,,tsʰ,u,11,陽平,tsʰ,u,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,u,211,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,u/ɿ,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,y,55,陰去,tsʰ,ɿ,33,陰平,tʰ,y,33,陰平,,,,,tʃʰ,u,53,陰去,,,,,,,,,,,,,tsʰ,ɿ,44,陰平,tsʰ,ɔ,33,陰平,,,,,,,,,,,,
2528,,,,,,,,,,,,,,,,,tsʰ,y,33,陰平,,,,,tsʰ,u,11,陽平,tsʰ,u,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,u,211,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,u/ɿ,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,y,55,陰去,tsʰ,ɿ,33,陰平,tʰ,y,33,陰平,,,,,tʃʰ,u,53,陰去,,,,,,,,,,,,,tsʰ,ɿ,44,陰平,tsʰ,ɔ,33,陰平,,,,,,,,,,,,
